Congress,bill_number,bill_type,action,main_action,object,member_id
116,268,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Stewart amendment, the Chair put the question on the amendment and by voice vote, announced that the ayes had prevailed. Mr. Stewart demanded a recorded vote and the Chair postponed further proceedings on the Stewart amendment until a time to be announced.",other house amendment actions,amendment,184
116,268,hr,"H.Amdt.7 Amendment (A006) offered by Mr. Stewart. (consideration: CR H651 , H659 ; text: CR H651 )",house amendment offered,amendment,184
116,268,hr,H.Amdt.6 Amendment (A005) offered by Ms. Velazquez. (consideration: CR H650-651 ; text: CR H650 ),house amendment offered,amendment,877
116,268,hr,H.Amdt.5 Amendment (A004) offered by Ms. Velazquez. (consideration: CR H650 ; text: CR H650 ),house amendment offered,amendment,877
116,268,hr,H.Amdt.4 Amendment (A003) offered by Mr. Rice (SC). (consideration: CR H649-650 ; text: CR H649 ),house amendment offered,amendment,1778
116,268,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the McGovern amendment, the Chair put the question on the amendment and by voice vote, announced that the ayes had prevailed. Ms. Granger demanded a recorded vote and the Chair postponed further proceedings on the McGovern amendment until a time to be announced.",other house amendment actions,amendment,693
116,268,hr,"H.Amdt.3 Amendment (A002) offered by Mr. McGovern. (consideration: CR H647-649 , H659 ; text: CR H647 )",house amendment offered,amendment,515
116,268,hr,H.Amdt.2 Amendment (A001) offered by Mr. Bishop (GA). (consideration: CR H646-647 ; text: CR H646 ),house amendment offered,amendment,1718
116,2695,hr,Ms. Mucarsel-Powell asked unanimous consent to discharge from committee and consider.,house floor actions,house bill,278
116,2694,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate, the Chair put the question on the Foxx motion to recommit and by voice vote, announced that the noes had prevailed. Ms. Fox demanded the yeas and nays and the Chair postponed further proceedings until a time to be announced.",house floor actions,house bill,654
116,2694,hr,Ms. Foxx (NC) moved to recommit with instructions to the Committee on Education and Labor. (text: CR H4524-4526 ),house committee/subcommittee actions,house bill,1187
116,269,hr,Mr. Pallone moved to suspend the rules and pass the bill.,house floor actions,house bill,393
116,2726,hr,"At the conclusion of debate, the chair put the question on the motion to suspend the rules. Ms. Norton objected to the vote on the grounds that a quorum was not present. Further proceedings on the motion were postponed. The point of no quorum was considered as withdrawn.",house floor actions,house bill,346
116,2726,hr,Ms. Norton moved to suspend the rules and pass the bill.,house floor actions,house bill,346
116,2740,hr,Motion by Senator McConnell to reconsider the vote by which the third cloture on the motion to proceed to H.R. 2740 was not invoked ( Record Vote No. 342 ) entered in Senate.,senate floor actions,house bill,858
116,2740,hr,Motion by Senator McConnell to reconsider the vote by which cloture was not invoked on the motion to proceed to the measure ( Record Vote No. 292 ) entered in Senate.,senate floor actions,house bill,858
116,2740,hr,Mr. Womack moved to recommit to the Committee on Appropriations. (text: CR H4795 ),house committee/subcommittee actions,house bill,1086
116,2740,hr,Mr. Hoyer moved that the Committee rise.,house committee/subcommittee actions,house bill,1065
116,2740,hr,Ms. Kaptur moved that the Committee rise.,house committee/subcommittee actions,house bill,757
116,2740,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Banks amendment, the Chair put the question on the amendment and by voice vote, announced that the noes had prevailed. Mr. Roy demanded a recorded vote and the Chair postponed further proceedings on agreeing to the amendment until a time to be announced.",other house amendment actions,amendment,180
116,2740,hr,"H.Amdt.386 Amendment (A121) offered by Mr. Banks. (consideration: CR H4750, CR 6/19/2019 H4794 ; text: CR H4750)",house amendment offered,amendment,552
116,2740,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Graves (LA) amendment, the Chair put the question on the amendment and by voice vote, announced that the noes had prevailed. Mr. Roy demanded a recorded vote and the Chair postponed further proceedings on agreeing to the amendment until a time to be announced.",other house amendment actions,amendment,180
116,2740,hr,"H.Amdt.385 Amendment (A120) offered by Mr. Graves (LA). (consideration: CR H4748-4750 , CR 6/19/2019 H4793 -4794; text: CR H4748)",house amendment offered,amendment,1418
116,2740,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Huffman amendment, the Chair put the question on the amendment and by voice vote, announced that the ayes had prevailed. Mr. Gosar demanded a recorded vote and the Chair postponed further proceedings on agreeing to the amendment until a time to be announced.",other house amendment actions,amendment,892
116,2740,hr,"H.Amdt.384 Amendment (A119) offered by Mr. Huffman. (consideration: CR H4746-4748 , CR 6/19/2019 H4792 -4793; text: CR H4746)",house amendment offered,amendment,527
116,2740,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Mullin amendment, the Chair put the question on the amendment and by voice vote, announced that the noes had prevailed. Mr. Roy demanded a recorded vote and the Chair postponed further proceedings on agreeing to the amendment until a time to be announced.",other house amendment actions,amendment,180
116,2740,hr,"H.Amdt.383 Amendment (A118) offered by Mr. Mullin. (consideration: CR H4745-4746 , CR 6/19/2019 H4792 ; text: CR H4745-4746 )",house amendment offered,amendment,779
116,2740,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Kaptur amendment en bloc No. 4, the Chair put the question on the amendment and by voice vote, annouced that the ayes had prevailed. Mr. Roy demanded a recorded vote and the Chair postponed further proceedings on agreeing to the amendment until a time to be announced.",other house amendment actions,amendment,180
116,2740,hr,"H.Amdt.382 Amendments en bloc (A117) offered by Ms. Kaptur. (consideration: CR H4743-4745 , CR 6/19/2019 H4791 -4792; text: CR H4743)",house amendment offered,amendment,757
116,2740,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Kaptur amendment en bloc No. 3, the Chair put the question on the amendment and by voice vote, annouced that the ayes had prevailed. Mr. Roy demanded a recorded vote and the Chair postponed further proceedings on agreeing to the amendment until a time to be announced.",other house amendment actions,amendment,180
116,2740,hr,"H.Amdt.381 Amendments en bloc (A116) offered by Ms. Kaptur. (consideration: CR H4741-4743 , CR 6/19/2019 H4790 -4791; text: CR H4741)",house amendment offered,amendment,757
116,2740,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Burgess amendment, the Chair put the question on the amendment and by voice vote, announced that the noes had prevailed. Mr. Burgess demanded a recorded vote and the Chair postponed further proceedings on agreeing to the amendment until a time to be announced.",other house amendment actions,amendment,815
116,2740,hr,"H.Amdt.380 Amendment (A115) offered by Mr. Burgess. (consideration: CR H4739-4741 , CR 6/19/2019 H4790 ; text: CR H4739)",house amendment offered,amendment,815
116,2740,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Burgess amendment, the Chair put the question on the amendment and by voice vote, announced that the noes had prevailed. Mr. Burgess demanded a recorded vote and the Chair postponed further proceedings on agreeing to the amendment until a time to be announced.",other house amendment actions,amendment,815
116,2740,hr,"H.Amdt.379 Amendment (A114) offered by Mr. Burgess. (consideration: CR H4738-4739 , CR 6/19/2019 H4789 -4790; text: CR H4738)",house amendment offered,amendment,815
116,2740,hr,Ms. Kaptur moved that the Committee rise.,house committee/subcommittee actions,house bill,757
116,2740,hr,Mr. Visclosky moved that the Committee rise.,house committee/subcommittee actions,house bill,920
116,2740,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Cox amendment, the Chair put the question on the amendment and by voice vote, announced that the ayes had prevailed. Mr. Roy demanded a recorded vote and the Chair postponed further proceedings on agreeing to the amendment until a time to be announced.",other house amendment actions,amendment,180
116,2740,hr,"H.Amdt.378 Amendment (A113) offered by Mr. Cox (CA). (consideration: CR H4729-4730 , H4766-4767 ; text: CR H4729 )",house amendment offered,amendment,1746
116,2740,hr,H.Amdt.377 Amendment (A112) offered by Mr. Crow. (consideration: CR H4729 ; text: CR H4729 ),house amendment offered,amendment,531
116,2740,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Crow amendment, the Chair put the question on the amendment and by voice vote, announced that the ayes had prevailed. Mr. Roy demanded a recorded vote and the Chair postponed further proceedings on agreeing to the amendment until a time to be announced.",other house amendment actions,amendment,180
116,2740,hr,"H.Amdt.376 Amendment (A111) offered by Mr. Crow. (consideration: CR H4728-4729 , H4765-4766 ; text: CR H4728 )",house amendment offered,amendment,531
116,2740,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Jayapal amendment, the Chair put the question on the amendment and by voice vote, announced that the noes had prevailed. Ms. Jayapal demanded a recorded vote and the Chair postponed further proceedings on agreeing to the amendment until a time to be announced.",other house amendment actions,amendment,929
116,2740,hr,"H.Amdt.375 Amendment (A110) offered by Ms. Jayapal. (consideration: CR H4727-4728 , H4765 ; text: CR H4727 )",house amendment offered,amendment,929
116,2740,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Blunt Rochester amendment, the Chair put the question on the amendment and by voice vote, announced that the ayes had prevailed. Mr. Roy demanded a recorded vote and the Chair postponed further proceedings on agreeing to the amendment until a time to be announced.",other house amendment actions,amendment,180
116,2740,hr,"H.Amdt.374 Amendment (A109) offered by Ms. Blunt Rochester. (consideration: CR H4726-4727 , H4764-4765 ; text: CR H4726 )",house amendment offered,amendment,1020
116,2740,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Gallagher amendment, the Chair put the question on the amendment and by voice vote, announced that the noes had prevailed. Mr. Calvert demanded a recorded vote and the Chair postponed further proceedings on agreeing to the amendment until a time to be announced.",other house amendment actions,amendment,700
116,2740,hr,"H.Amdt.373 Amendment (A108) offered by Mr. Gallagher. (consideration: CR H4725-4726 , H4763-4764 ; text: CR H4725 )",house amendment offered,amendment,844
116,2740,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Gallagher amendment, the Chair put the question on the amendment and by voice vote, announced that the noes had prevailed. Mr. Calvert demanded a recorded vote and the Chair postponed further proceedings on agreeing to the amendment until a time to be announced.",other house amendment actions,amendment,700
116,2740,hr,"H.Amdt.372 Amendment (A107) offered by Mr. Gallagher. (consideration: CR H4724-4725 , H4763 ; text: CR H4724 )",house amendment offered,amendment,844
116,2740,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Lieu amendment, the Chair put the question on the amendment and by voice vote, announced that the ayes had prevailed. Mr. Roy demanded a recorded vote and the Chair postponed further proceedings on agreeing to the amendment until a time to be announced.",other house amendment actions,amendment,180
116,2740,hr,"H.Amdt.371 Amendment (A106) offered by Mr. Lieu, Ted. (consideration: CR H4723-4724 , H4762-4763 ; text: CR H4723 )",house amendment offered,amendment,1103
116,2740,hr,H.Amdt.370 Amendment (A105) offered by Mr. Norman. (consideration: CR H4723 ; text: CR H4723 ),house amendment offered,amendment,932
116,2740,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Visclosky amendment, the Chair put the question on the amendment and by voice vote, announced that the ayes had prevailed. Mr. Calvert demanded a recorded vote and the Chair postponed further proceedings on agreeing to the amendment until a time to be announced.",other house amendment actions,amendment,700
